Image Link,Name,Location,Type,Avg Cost,Area,Rooms,Description,Page No
https://mediacdn.99acres.com/media1/17301/6/346026468M-1645519909430.jpg,Menlo Homes,Hinjewadi,Apartment,"₹ 49.8 L₹ 7,217/sq.ft.",690 sq.ft. (64 sq.m.) Carpet Area,2 BHK2 Baths,"This is unfurnished 2 bhk flat for sale in hinjewadi ,pune. It has 2 bathroom(s). The apartment has a single balcony. It has carpet area of 690 sq.Ft. Additionally, this 2 bhk has a pooja room. It is on the 9th floor of 14 floors. The expected price of this property is rs 49.8 lac () It offers 1 covered parking and open parking. This is a freehold property. Additional details : Piped gas facili...more",202
https://mediacdn.99acres.com/media1/17300/17/346017076M-1645517570465.jpg,Jethani Trinity Greens,Wakad,Apartment,"₹ 58.6 L₹ 8,027/sq.ft.",730 sq.ft. (68 sq.m.) Carpet Area,2 BHK2 Baths,"2 bhk flat is available in the promising locality of wakad, pune. It is an spacious flat and is located on 7th floor. Every single detail of the flat is carefully designed. The apartment is priced at rs. Rs 58.6 lac (). It is a freehold property, with a carpet area of 730 sq.Ft. It has 2 bathroom(s). The flat comprises of 2 balcony(s). Covered parking and 1 open parking. Additional details : Pi...more",202
https://mediacdn.99acres.com/media1/17300/11/346011430M-1645516886832.jpg,Kolte Patil Western Avenue,Wakad,Apartment,"₹ 85 L₹ 10,000/sq.ft.",850 sq.ft. (79 sq.m.) Carpet Area,2 BHK2 Baths,"This 2 bhk flat in wakad, pune is available for sale. It is a west facing property and part of . It has 2 bathrooms. The 2 balconies keep the apartment well ventilated. The apartment is spacious with a carpet area of 850 sq.Ft. You can enjoy the view of a pool and park/garden from the apartment. It has vitrified flooring. Located on the 7th floor of 14 floors, the expected price of this apartme...more",202
https://mediacdn.99acres.com/media1/17262/6/345246758M-1645102277441.jpg,PRK Lantana Court,NIBM,Apartment,"₹ 68 L₹ 5,666/sq.ft.","1,200 sq.ft. (111 sq.m.) Super built-up Area",2 BHK2 Baths,"2bhk available at lantana court, unfurnished with kitchen cabinets, well maintained facilities, etc contact for more details Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom fo...more",202
https://mediacdn.99acres.com/media1/17262/1/345241966M-1645101717887.jpg,PRK Lantana Court,NIBM,Apartment,"₹ 65 L₹ 5,416/sq.ft.","1,200 sq.ft. (111 sq.m.) Super built-up Area",2 BHK2 Baths,"2bhk available at lantana court, unfurnished with kitchen cabinets, well ventilated areas, well maintained facilities,etc contact for more details Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also ...more",202
https://mediacdn.99acres.com/media1/17261/13/345233230M-1645099886932.jpg,Kingston Atlantis5.0 ★,NIBM,Apartment,"₹ 1.02 Cr₹ 6,666/sq.ft.","1,530 sq.ft. (142 sq.m.) Super built-up Area",3 BHK3 Baths,"3bhk available at kingston atlantis for sale, unfurnished with kitchen cabinets, well maintained facilities, well ventilated areas etc contact for more details Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. T...more",202
https://mediacdn.99acres.com/media1/17260/18/345218574M-1645096372721.jpg,Kingston Atlantis5.0 ★,NIBM,Apartment,"₹ 66 L₹ 5,825/sq.ft.","1,133 sq.ft. (105 sq.m.) Super built-up Area",2 BHK2 Baths,"2bhk available at kingston atlantis for sale, unfurnished with kitchen cabinets, well maintained areas, well ventilated surroundings etc contact for more details Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available....more",202
https://mediacdn.99acres.com/media1/17229/4/344584268M-1644826907142.jpg,Saarrthi Souvenir3.3 ★,Mahalunge,Apartment,"₹ 48 L₹ 6,400/sq.ft.",750 sq.ft. (70 sq.m.) Super built-up Area,1 BHK1 Bath,"This is a meticulously designed 1 bhk apartment located in mahalunge, pune. It is a freehold property. The flat is a spacious property and is . Located in an integrated society of adarsh nagar extension, it has 1 bathroom(s) and 1 balcony(s). It is located on 2nd floor. The apartment is approximately priced at rs. Rs 45 lac and its per sq.Ft. Cost is rs. 1 covered parking and open parking. Addi...more",202
https://mediacdn.99acres.com/media1/17151/2/343022500M-1644001236932.jpg,Kolte Patil Ivy Apartments4.1 ★,Wagholi,Apartment,"₹ 55.3 L₹ 4,253/sq.ft.","1,300 sq.ft. (121 sq.m.) Super built-up Area",2 BHK2 Baths,"A beautiful 2 bhk apartment in wagholi, pune. The property is a part of . It is a property in a promising locality. This well-Designed new property is . It is located on 3rd floor. The property ownership is freehold type and has a super built-Up area of 1300 sq.Ft. The price of the property is estimated at rs. Rs 55.3 lacand per unit area cost is at rs. 4253.00 per sq.Ft. The price is negotiabl...more",203
https://mediacdn.99acres.com/media1/17151/2/343022234M-1643998856852.jpg,Kolte Patil Ivy Apartments4.1 ★,Wagholi,Apartment,"₹ 74 L₹ 4,625/sq.ft.","1,600 sq.ft. (149 sq.m.) Super built-up Area",3 BHK3 Baths,"A 3 bhk flat in wagholi, pune is available for sale. It has 3 bathroom(s). The furnishings include 3geyser10light1chimney4fan1exhaust fan1modular kitchen1curtains.It has 3 balconies. This flat has a super built up area of 1600 sq.Ft. And is east facing. The built-Up area is 1500 sq.Ft. Whereas the carpet area is 1400 sq.Ft. It has ceramic flooring. This pool, park/garden, club and main road ove...more",203
https://mediacdn.99acres.com/media1/17141/0/342820164M-1643951467309.jpg,Siddhivinayak Aarambh,Wagholi,Apartment,"₹ 24 L₹ 2,666/sq.ft.",900 sq.ft. (84 sq.m.) Super built-up Area,1 BHK1 Bath,"A 1 bhk flat is available for sale in pune wagholi. This east facing property is a part of . The built-Up area is 800 sq.Ft. The carpet area is 720 sq.Ft. This is a a semi-Furnished with 1geyser8light1chimney1curtains2fan. It has one bathroom.The apartment with a single balcony has pool, park/garden, club and main road view. It is an east facing flat. The width of the facing road is 20.00 sq.Ya...more",203
https://mediacdn.99acres.com/media1/17140/17/342817392M-1643951455232.jpg,Siddhivinayak Aarambh,Wagholi,Apartment,"₹ 30 L₹ 2,727/sq.ft.","1,100 sq.ft. (102 sq.m.) Super built-up Area",2 BHK2 Baths,"A 2 bhk flat in wagholi, pune is available for sale. It has 2 bathroom(s). The furnishings include 8light3fan1chimney1curtains2geyser1exhaust fan.It has 2 balconies. This flat has a super built up area of 1100 sq.Ft. And is east facing. The built-Up area is 900 sq.Ft. Whereas the carpet area is 800 sq.Ft. It has ceramic flooring. This pool, park/garden, club and main road overlooking flat is on...more",203
https://mediacdn.99acres.com/media1/17141/0/342820186M-1643951469920.jpg,Siddhivinayak Aarambh,Wagholi,Apartment,"₹ 35 L₹ 3,181/sq.ft.","1,100 sq.ft. (102 sq.m.) Super built-up Area",2 BHK2 Baths,It is a part of . The apartment is well ventilated with 2 balconies and has 2 bathrooms. This is a semi-Furnished east facing property. The width of facing road is 20.00 sq.Yards. The furnishings include 1modular kitchen1exhaust fan2geyser8light1chimney1curtains4fan. The area of the apartment is as follows: * super built-Up: 1100 sq.Ft. * built-Up: 900 sq.Ft. * carpet: 800 sq.Ft. Other than the...more,203
https://mediacdn.99acres.com/media1/17140/17/342817194M-1643950830012.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 56 L₹ 5,600/sq.ft.","1,000 sq.ft. (93 sq.m.) Super built-up Area",2 BHK2 Baths,"2bhk semi furnised flat in rohan abhilasha
 Additional details :

Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.more",203
https://mediacdn.99acres.com/media1/17140/16/342816968M-1643950821860.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 78 L₹ 5,379/sq.ft.","1,450 sq.ft. (135 sq.m.) Super built-up Area",3 BHK3 Baths,"A 3 bhk flat in wagholi, pune is available for sale. It has 3 bathroom(s). The furnishings include 1curtains3fan1wardrobe10light1exhaust fan1modular kitchen.It has 3 balconies. This flat has a super built up area of 1450 sq.Ft. The built-Up area is 1300 sq.Ft. Whereas the carpet area is 1200 sq.Ft. This flat is on the 6th floor of 13 floors. It also has a pooja room. You get 0 covered parking. ...more",203
https://mediacdn.99acres.com/media1/17134/9/342689826M-1643949611995.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 31 L₹ 3,444/sq.ft.",900 sq.ft. (84 sq.m.) Super built-up Area,1 BHK1 Bath,"1 bhk rohan abhilasha flat available for sale
 Additional details :

Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.more",203
https://mediacdn.99acres.com/media1/17297/14/345954692M-1645497624122.jpg,Kingston Avenue,Pimple Saudagar,Apartment,"₹ 80 L₹ 10,752/sq.ft.",744 sq.ft. (69 sq.m.) Carpet Area,2 BHK2 Baths,"It is a part of . The apartment is well ventilated with 2 balconies and has 2 bathrooms. This is an unfurnished property. The area of the apartment is as follows: * carpet: 744 sq.Ft. Other than the main bedrooms, hall and kitchen, the apartment has a pooja room ,study room and servant room. The expected price of the property that is on the 2nd floor of 11 floors is price on request (). It is a...more",206
https://mediacdn.99acres.com/media1/17297/14/345954624M-1645497620251.jpg,Gravity Austin Plaza,Kaspate Vasti,Apartment,"₹ 75 L₹ 7,142/sq.ft.","1,050 sq.ft. (98 sq.m.) Carpet Area",2 BHK2 Baths,"A 2 bedroom flat, located in kaspate vasti, pune, is available. It is an semi-Furnished flat located in . Situated in a prominent locality. The flat is on 7th floor of the building. Aesthetically designed, this property has 2 bathroom(s). The property also has 1 balcony(s) and pooja room ,study room and servant room. The flat has a good view of the locality. The flat is a freehold property and ...more",206
https://mediacdn.99acres.com/media1/17257/6/345146312M-1645083775203.jpg,Sonigara Kesar3.9 ★,Vishnu Dev Nagar,Apartment,"₹ 75 L₹ 6,355/sq.ft.","1,180 sq.ft. (110 sq.m.) Super built-up Area",2 BHK2 Baths,"2 bhk flat is available in the promising locality of vishnu dev nagar, pune. It is an spacious flat and is located on 3rd floor. Every single detail of the flat is carefully designed. The apartment is priced at rs. Rs 75 lac (). It is a freehold property, with a super built-Up area of 1180 sq.Ft. It has 2 bathroom(s). The flat comprises of 2 balcony(s). Covered parking and open parking.more",206
https://mediacdn.99acres.com/media1/17267/7/345347180M-1645168889302.jpg,Kumar Megapolis5.0 ★,Hinjewadi,Apartment,"₹ 58 L₹ 8,285/sq.ft.",700 sq.ft. (65 sq.m.) Carpet Area,2 BHK2 Baths,"This is a meticulously designed 2 bhk apartment located in hinjewadi, pune. It is a leasehold property. The flat is a spacious property and is . Located in an integrated society of , it has 2 bathroom(s) and 1 balcony(s). It is located on 14th floor. The apartment is approximately priced at rs. Rs 58 lac and its per sq.Ft. Cost is rs. 8285.00. 0 covered parking. Additional details : Piped gas f...more",206
https://mediacdn.99acres.com/media1/17266/17/345337192M-1645167649067.jpg,Kasturi Eon Homes,Phase-3 Hinjewadi,Apartment,"₹ 94 L₹ 8,453/sq.ft.","1,112 sq.ft. (103 sq.m.) Carpet Area",3 BHK3 Baths,"This is a meticulously designed 3 bhk apartment located in phase-3 hinjewadi , pune. The flat is a spacious property and is . Located in an integrated society of , it has 3 bathroom(s) and 2 balcony(s). It is located on 7th floor. The apartment is approximately priced at rs. Rs 98 lac and its per sq.Ft. Cost is rs. 1 covered parking and open parking. Additional details : Piped gas facility is a...more",206
https://mediacdn.99acres.com/media1/17242/10/344850872M-1644931862072.jpg,Nivasa Udaan5.0 ★,Lohegaon,Apartment,"₹ 36 L₹ 6,000/sq.ft.",600 sq.ft. (56 sq.m.) Super built-up Area,1 BHK1 Bath,Nivasa udaan is well equipped with all the basic amenities to facilitate the needs of the residents. The site is in close proximity to various civic utilities Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full power backup is available. There...more,207
https://mediacdn.99acres.com/media1/17234/0/344680262M-1644852029628.jpg,Anand Residency,Sakore Nagar,Apartment,"₹ 80 L₹ 7,604/sq.ft.","1,052 sq.ft. (98 sq.m.) Super built-up Area",2 BHK2 Baths,Available 2bhk flat for sale in anand residency society sakore nagar viman nagar pune Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full power backup is available. There is also a separate washroom for domestic help. The society has dedicated...more,207
https://mediacdn.99acres.com/media1/17192/6/343846290M-1644418231497.jpg,Pride Aashiyana4.0 ★,Dhanori,Apartment,"₹ 65 L₹ 5,887/sq.ft.","1,104 sq.ft. (103 sq.m.) Super built-up Area",2 BHK2 Baths,2bhk flat for resale in pride aashiyana society with modular kitchen chimney gas pipeline solar video door phone etc. The society has all modern amenities like lift garden kids play area club house gym swimming pool temple security maintenance staff etc. The property is near to school college hospital shopping mall bank atm market airport etc.more,207
